opvolging_id,bet_id,contract_id,schade_id,van,voor,created,door,ended,letter,mail,telefoon_id,corcompdf_id,corcomrtf_id,mail_send_id,mail_saved_id,bestand_id,opmerking,title,kleur,rappel_status,status,dueDate
15123977,126005709,,106950329,,12743,2019-12-24,,"2019-12-24 00:00:00",,,,,,,,,"Schadegeval, ontvangstmelding",,IMPORT,,0,2019-12-24
15123981,126008884,33684841,,,12743,2019-09-04,,"2019-09-05 00:00:00",,,,,,,,,"Contract, MPB (oorsprong maatschappij)",,IMPORT,,0,2019-09-04
15123985,126004981,33686161,,,12743,2019-09-06,,"2019-09-06 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-09-06
15123989,126004981,33686161,,,12743,2019-09-06,,"2019-09-06 00:00:00",,,,,,,,,"Polis: Multi-takken nr 720220460 - Informatieplicht niet Leven",,IMPORT,,0,2019-09-06
15123993,126004829,,106950269,,12743,2019-09-09,,"2019-09-09 00:00:00",,,,,,,,,"Schadegeval, ontvangstmelding",,IMPORT,,0,2019-09-09
15123997,126004981,33685881,,,12743,2019-09-07,,"2019-09-09 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-09-07
15124001,126004829,,106950269,,12743,2019-09-09,,"2019-09-10 00:00:00",,,,,,,,,"Schadegeval, sluiting dossier",,IMPORT,,0,2019-09-09
15124005,126004981,,106950273,,12743,2019-09-09,,"2019-09-10 00:00:00",,,,,,,,,"Schadegeval, ontvangstmelding",,IMPORT,,0,2019-09-09
15124009,126005901,33686509,,,12743,2019-12-23,,"2019-12-24 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-12-23
15124013,126004905,,106950277,,12743,2019-09-10,,"2019-09-10 00:00:00",,,,,,,,,"Schadegeval, ontvangstmelding",,IMPORT,,0,2019-09-10
15124017,126004521,33686185,,,12743,2019-09-24,,"2019-09-11 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - Brand eenvoudige risico's - Oudebareellei 61, 2170 Merksem - Gebouw ...",,IMPORT,,0,2019-09-24
15124021,126004521,33686185,,,12743,2019-09-10,,"2019-09-10 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-09-10
15124025,126004521,33686189,,,12743,2019-09-24,,"2019-09-11 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - BA particulieren - Gezin (privé leven)",,IMPORT,,0,2019-09-24
15124029,126004521,33686189,,,12743,2019-09-10,,"2019-09-10 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-09-10
15124033,126004945,33686193,,,12743,2019-09-24,,"2019-09-17 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - Brand eenvoudige risico's - Kluizeveldenstraat 234 bus 2, 2170 MERKSEM ...",,IMPORT,,0,2019-09-24
15124037,126004945,33686193,,,12743,2019-09-10,,"2019-09-10 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-09-10
15124041,126005709,,106950333,,12743,2019-12-23,,"2019-12-24 00:00:00",,,,,,,,,"Schadegeval, ontvangstmelding",,IMPORT,,0,2019-12-23
15124045,126004945,33686197,,,12743,2019-09-10,,"2019-09-10 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-09-10
15124049,126004521,33686185,,,12743,2019-09-11,,"2019-09-11 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-09-11
15124053,126004521,33686189,,,12743,2019-09-11,,"2019-09-11 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-09-11
15124057,126004521,33686189,,,12743,2019-09-11,,"2019-09-11 00:00:00",,,,,,,,,"Polis: BA particulieren nr 65211331 - Informatieplicht niet Leven",,IMPORT,,0,2019-09-11
15124061,126004533,33686201,,,12743,2019-09-16,,"2019-09-16 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-09-16
15124065,126004533,33686201,,,12743,2019-09-16,,"2019-09-16 00:00:00",,,,,,,,,"Polis: Multi-takken nr 720220990 - Informatieplicht niet Leven",,IMPORT,,0,2019-09-16
15124069,126004537,33686205,,,12743,2019-09-16,,"2019-09-16 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-09-16
15124073,126004993,,106950325,,12743,2019-12-23,,"2019-12-24 00:00:00",,,,,,,,,"Schadegeval, MSB (oorsprong Maatschappij)",,IMPORT,,0,2019-12-23
15124077,126004537,33686205,,,12743,2019-09-16,,"2019-09-16 00:00:00",,,,,,,,,"Polis: Multi-takken nr 720221000 - Informatieplicht niet Leven",,IMPORT,,0,2019-09-16
15124081,126004841,,106950237,,12743,2019-09-17,,"2019-09-17 00:00:00",,,,,,,,,"Schadegeval, bericht van regeling",,IMPORT,,0,2019-09-17
15124085,126004541,33686209,,,12743,2019-09-17,,"2019-09-17 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-09-17
15124089,126004541,33686209,,,12743,2019-09-17,,"2019-09-17 00:00:00",,,,,,,,,"Polis: Auto nr 5L80967 - Informatieplicht niet Leven",,IMPORT,,0,2019-09-17
15124093,126004945,33686193,,,12743,2019-09-12,,"2019-09-17 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-09-12
15124097,126004945,33686193,,,12743,2019-09-17,,"2019-09-17 00:00:00",,,,,,,,,"Polis: Brand eenvoudige risico's nr BW00365550 - Informatieplicht niet Leven",,IMPORT,,0,2019-09-17
15124101,126005637,33685581,,,12743,2019-09-17,,"2019-09-18 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-09-17
15124105,126005129,33686513,,,12743,2019-12-24,,"2019-12-24 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-12-24
15124109,126005881,,106950221,,12743,2019-07-16,,"2019-07-17 00:00:00",,,,,,,,,"Schadegeval, bericht van regeling",,IMPORT,,0,2019-07-16
15124113,140584160,33686125,,,12743,2019-07-15,,"2019-07-17 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-07-15
15124117,126005609,33685517,,,12743,2019-07-15,,"2019-07-17 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-07-15
15124121,126005609,33685673,,,12743,2019-07-15,,"2019-07-17 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-07-15
15124125,126005609,33686053,,,12743,2019-07-15,,"2019-07-17 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-07-15
15124129,126005857,33685189,,,12743,2019-07-19,,"2019-07-22 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-07-19
15124133,126004429,33686133,,,12743,2019-07-19,,"2019-07-22 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-07-19
15124137,126004945,33686193,,,12743,2019-12-24,,"2019-12-24 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-12-24
15124141,126005469,33686137,,,12743,2019-07-24,,"2019-07-24 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-07-24
15124145,126005301,33685937,,,12743,2019-08-12,,"2019-07-29 00:00:00",,,,,,,,,"Opvolging Project Bijvoegsel - ter studie - Auto - 1WFR629 - AUDI A6",,IMPORT,,0,2019-08-12
15124149,126005301,33685937,,,12743,2019-07-24,,"2019-07-29 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-07-24
15124153,126005301,33685937,,,12743,2019-07-25,,"2019-07-29 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-07-25
15124157,126005301,33685937,,,12743,2019-07-26,,"2019-07-29 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-07-26
15124161,126005301,33685937,,,12743,2019-07-29,,"2019-07-29 00:00:00",,,,,,,,,"Polis: Auto nr 33696214 - Informatieplicht niet Leven",,IMPORT,,0,2019-07-29
15124165,126004853,33685037,,,12743,2019-08-13,,"2019-07-30 00:00:00",,,,,,,,,"Opvolging Project Bijvoegsel - ter studie - Auto - 1SRG046 - VOLKSWAGEN CADDY",,IMPORT,,0,2019-08-13
15124169,126005421,33686517,,,12743,2019-12-23,,"2019-12-24 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-12-23
15124173,126004853,33685037,,,12743,2019-07-30,,"2019-07-30 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-07-30
15124177,126004853,33685037,,,12743,2019-07-30,,"2019-07-30 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-07-30
15124181,126004853,33685037,,,12743,2019-07-30,,"2019-07-30 00:00:00",,,,,,,,,"Polis: Auto nr 33560578 - Informatieplicht niet Leven",,IMPORT,,0,2019-07-30
15124185,125991127,,106950241,,12743,2019-07-25,,"2019-07-30 00:00:00",,,,,,,,,"Schadegeval, bericht van regeling",,IMPORT,,0,2019-07-25
15124189,126005709,,106950249,,12743,2019-07-23,,"2019-07-30 00:00:00",,,,,,,,,"Schadegeval, MSB (oorsprong Maatschappij)",,IMPORT,,0,2019-07-23
15124193,126004837,,,,12743,2019-07-30,,"2019-07-30 00:00:00",,,,,,,,,"Adreswijziging - Ingangsdatum : 30/07/2019

Mevrouw Atalay Tuba
Franklin Rooseveltlaan 171 
B 9000 Gent

Oud adres : 

Mevrouw Atalay Tuba
Antoon Van den Bosschelaan 67 1
B 2100 Deurne

Gemaakt door MeTu op 30/07/2019",,IMPORT,,0,2019-07-30
15124197,126004461,33686141,,,12743,2019-08-05,,"2019-08-05 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-08-05
15124201,126005421,33686517,,,12743,2019-12-24,,"2019-12-24 00:00:00",,,,,,,,,"Polis: BA andere dan particulieren nr 7B48365 - Informatieplicht niet Leven",,IMPORT,,0,2019-12-24
15124205,126004465,33686145,,,12743,2019-08-09,,"2019-08-09 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-08-09
15124209,126004465,33686145,,,12743,2019-08-09,,"2019-08-09 00:00:00",,,,,,,,,"Polis: Auto nr 5L70277 - Informatieplicht niet Leven",,IMPORT,,0,2019-08-09
15124213,126004461,33686141,,,12743,2019-08-12,,"2019-08-12 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-12
15124217,126004981,33684829,,,12743,2019-08-07,,"2019-08-12 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-07
15124221,126004981,33684849,,,12743,2019-08-07,,"2019-08-12 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-07
15124225,126005709,,106950249,,12743,2019-08-13,,"2019-08-14 00:00:00",,,,,,,,,"Schadegeval, expertiseverslag (oorsprong maatschappij)",,IMPORT,,0,2019-08-13
15124229,126005709,,106950257,,12743,2019-08-13,,"2019-08-14 00:00:00",,,,,,,,,"Schadegeval, expertiseverslag (oorsprong maatschappij)",,IMPORT,,0,2019-08-13
15124233,126004821,33685749,,,12743,2019-12-24,,"2019-12-24 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-12-24
15124237,126005709,,106950249,,12743,2019-08-13,,"2019-08-14 00:00:00",,,,,,,,,"Vrij bericht ASWeb - AXA Belgium NV - Informex schade/sinistre",,IMPORT,,0,2019-08-13
15124241,126005493,33685801,,,12743,2019-08-15,,"2019-08-16 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-15
15124245,126005493,33685797,,,12743,2019-08-15,,"2019-08-16 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-15
15124249,126005493,33685801,,,12743,2019-09-02,,"2019-08-19 00:00:00",,,,,,,,,"Opvolging Project Bijvoegsel - ter studie - Brand eenvoudige risico's - Lokerenstraat 152 bus 10, 2300 Turnhout - Gebouw ...",,IMPORT,,0,2019-09-02
15124253,126005493,33685801,,,12743,2019-08-19,,"2019-08-19 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-19
15124257,126005493,33685801,,,12743,2019-08-19,,"2019-08-19 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-19
15124261,140584160,33686069,,,12743,2019-09-02,,"2019-08-19 00:00:00",,,,,,,,,"Opvolging Project Bijvoegsel - ter studie - Auto - 1WHY571 - FIAT DOBLO",,IMPORT,,0,2019-09-02
15124265,126005901,,106950337,,12743,2019-12-16,,"2019-12-24 00:00:00",,,,,,,,,"Schadegeval, ontvangstmelding",,IMPORT,,0,2019-12-16
15124269,140584160,33686069,,,12743,2019-08-19,,"2019-08-19 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-19
15124273,140584160,33686069,,,12743,2019-08-19,,"2019-08-19 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-19
15124277,140584160,33686073,,,12743,2019-09-02,,"2019-08-19 00:00:00",,,,,,,,,"Opvolging Project Bijvoegsel - ter studie - Auto - 1WHY552 - PEUGEOT EXPERT",,IMPORT,,0,2019-09-02
15124281,140584160,33686073,,,12743,2019-08-19,,"2019-08-19 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-19
15124285,140584160,33686073,,,12743,2019-08-19,,"2019-08-19 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-19
15124289,126005485,33685773,,,12743,2019-08-20,,"2019-08-22 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-20
15124293,126005485,33685781,,,12743,2019-08-20,,"2019-08-22 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-20
15124297,126005901,,106950337,,12743,2019-12-16,,"2019-12-24 00:00:00",,,,,,,,,"Schadegeval, MSB (oorsprong Maatschappij)",,IMPORT,,0,2019-12-16
15124301,126005485,33685773,,,12743,2019-08-20,,"2019-08-22 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-20
15124305,126005485,33685777,,,12743,2019-08-20,,"2019-08-22 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-20
15124309,126005485,33685777,,,12743,2019-08-20,,"2019-08-22 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-20
15124313,126005485,33685781,,,12743,2019-08-20,,"2019-08-22 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-08-20
15124317,126005237,33685869,,,12743,2019-08-23,,"2019-08-23 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-08-23
15124321,126004477,33686153,,,12743,2019-09-09,,"2019-08-26 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - Brand eenvoudige risico's - Jozef Paelinckstraat 3, 9041 Oostakker - Gebouw ...",,IMPORT,,0,2019-09-09
15124325,126004477,33686153,,,12743,2019-08-25,,"2019-08-26 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-08-25
15124329,126005709,,106950329,,12743,2019-12-24,,"2019-12-26 00:00:00",,,,,,,,,"Schadegeval, MSB (oorsprong Maatschappij)",,IMPORT,,0,2019-12-24
15124333,126004477,33686157,,,12743,2019-09-09,,"2019-08-26 00:00:00",,,,,,,,,"Opvolging Project NZ - ter studie - BA particulieren - Gezin (privé leven)",,IMPORT,,0,2019-09-09
15124337,126004477,33686157,,,12743,2019-08-25,,"2019-08-26 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-08-25
15124341,126004477,33686153,,,12743,2019-08-25,,"2019-08-26 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-08-25
15124345,126004477,33686157,,,12743,2019-08-25,,"2019-08-26 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-08-25
15124349,126004477,33686153,,,12743,2019-08-26,,"2019-08-26 00:00:00",,,,,,,,,"Contract, raadpleging",,IMPORT,,0,2019-08-26
15124353,126004477,33686157,,,12743,2019-08-26,,"2019-08-26 00:00:00",,,,,,,,,"Contract, raadpleging",,IMPORT,,0,2019-08-26
15124357,126005709,,106950249,,12743,2019-08-26,,"2019-08-26 00:00:00",,,,,,,,,"Schadegeval, MSB (oorsprong Maatschappij)",,IMPORT,,0,2019-08-26
15124361,140584160,,106950309,,12743,2019-12-24,,"2019-12-26 00:00:00",,,,,,,,,"Schadegeval, MSB (oorsprong Maatschappij)",,IMPORT,,0,2019-12-24
15124365,126005649,33686041,,,12743,2019-06-21,,"2019-06-25 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-06-21
15124369,126005649,33686041,,,12743,2019-06-25,,"2019-06-25 00:00:00",,,,,,,,,"Polis: Multi-takken nr 40014825 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-25
15124373,126005709,,106950249,,12743,2019-06-25,,"2019-06-25 00:00:00",,,,,,,,,"Schadegeval, ontvangstmelding",,IMPORT,,0,2019-06-25
15124377,126005709,,106950249,,12743,2019-06-25,,"2019-06-25 00:00:00",,,,,,,,,"Schadegeval, MSB (oorsprong Maatschappij)",,IMPORT,,0,2019-06-25
15124381,126005237,33685869,,,12743,2019-06-24,,"2019-06-25 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-06-24
15124385,126005609,33686045,,,12743,2019-06-20,,"2019-06-26 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-06-20
15124389,126005609,33686045,,,12743,2019-06-26,,"2019-06-26 00:00:00",,,,,,,,,"Polis: BA andere dan particulieren nr 99604927 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-26
15124393,126005185,33686521,,,12743,2019-12-27,,"2019-12-27 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-12-27
15124397,126005609,33685517,,,12743,2019-06-20,,"2019-06-26 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-06-20
15124401,126005609,33685517,,,12743,2019-06-26,,"2019-06-26 00:00:00",,,,,,,,,"Polis: Auto nr 33604498 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-26
15124405,126005609,33685669,,,12743,2019-06-20,,"2019-06-26 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-06-20
15124409,126005609,33685669,,,12743,2019-06-26,,"2019-06-26 00:00:00",,,,,,,,,"Polis: Auto nr 33613096 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-26
15124413,126005609,33685673,,,12743,2019-06-20,,"2019-06-26 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-06-20
15124417,126005609,33685673,,,12743,2019-06-26,,"2019-06-26 00:00:00",,,,,,,,,"Polis: Auto nr 33613098 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-26
15124421,126005609,33686049,,,12743,2019-06-20,,"2019-06-26 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-06-20
15124425,126005185,33686521,,,12743,2019-12-27,,"2019-12-27 00:00:00",,,,,,,,,"Polis: Auto nr 5N20191 - Informatieplicht niet Leven",,IMPORT,,0,2019-12-27
15124429,126005609,33686049,,,12743,2019-06-26,,"2019-06-26 00:00:00",,,,,,,,,"Polis: Auto nr 33723399 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-26
15124433,126005609,33686053,,,12743,2019-06-20,,"2019-06-26 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-06-20
15124437,126005609,33686053,,,12743,2019-06-26,,"2019-06-26 00:00:00",,,,,,,,,"Polis: Auto nr 33723400 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-26
15124441,126008884,33684837,,,12743,2019-06-11,,"2019-06-26 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-06-11
15124445,126005373,33685561,,,12743,2019-06-05,,"2019-06-26 00:00:00",,,,,,,,,"Contract, MPB (oorsprong maatschappij)",,IMPORT,,0,2019-06-05
15124449,126005373,33685561,,,12743,2019-06-05,,"2019-06-26 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-06-05
15124453,125991127,33684977,,,12743,2019-06-20,,"2019-06-26 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-06-20
15124457,126004745,33686525,,,12743,2019-12-30,,"2020-01-01 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-12-30
15124461,126005421,,106950253,,12743,2019-06-27,,"2019-06-27 00:00:00",,,,,,,,,"Schadegeval, ontvangstmelding",,IMPORT,,0,2019-06-27
15124465,126004865,33686057,,,12743,2019-06-25,,"2019-06-27 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-06-25
15124469,126004865,33686057,,,12743,2019-06-27,,"2019-06-27 00:00:00",,,,,,,,,"Polis: Auto nr AP00351785 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-27
15124473,140584160,33686065,,,12743,2019-06-27,,"2019-06-27 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-06-27
15124477,140584160,33686065,,,12743,2019-06-27,,"2019-06-27 00:00:00",,,,,,,,,"Polis: BA andere dan particulieren nr 99605114 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-27
15124481,140584160,33686069,,,12743,2019-06-27,,"2019-06-27 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-06-27
15124485,140584160,33686069,,,12743,2019-06-27,,"2019-06-27 00:00:00",,,,,,,,,"Polis: Auto nr 33734941 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-27
15124489,126004745,33686529,,,12743,2019-12-30,,"2020-01-01 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-12-30
15124493,140584160,33686073,,,12743,2019-06-27,,"2019-06-27 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-06-27
15124497,140584160,33686073,,,12743,2019-06-27,,"2019-06-27 00:00:00",,,,,,,,,"Polis: Auto nr 33734942 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-27
15124501,126005609,33686053,,,12743,2019-06-27,,"2019-06-27 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-06-27
15124505,126005609,33686053,,,12743,2019-06-27,,"2019-06-27 00:00:00",,,,,,,,,"Polis: Auto nr 33723400 - Informatieplicht niet Leven",,IMPORT,,0,2019-06-27
15124509,126005609,,,,12743,2019-06-27,,"2019-06-27 00:00:00",,,,,,,,,"Adreswijziging - Ingangsdatum : 27/06/2019

Firma CT Energy 
Dokter Van de Perrelei 22 / 
B 2140 Borgerhout (Antwerpen)

Oud adres : 

Firma CT Energy 
Uitbreidingstraat 84 / 
B 2600 Berchem

Gemaakt door MeTu op 27/06/2019",,IMPORT,,0,2019-06-27
15124513,125991127,33686077,,,12743,2019-05-29,,"2019-06-27 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-05-29
15124517,126005541,33685425,,,12743,2019-06-28,,"2019-06-30 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-06-28
15124521,126004745,33686533,,,12743,2019-12-30,,"2020-01-01 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-12-30
15124525,126005709,,106950257,,12743,2019-07-02,,"2019-07-02 00:00:00",,,,,,,,,"Schadegeval, ontvangstmelding",,IMPORT,,0,2019-07-02
15124529,126005709,,106950257,,12743,2019-07-02,,"2019-07-02 00:00:00",,,,,,,,,"Schadegeval, MSB (oorsprong Maatschappij)",,IMPORT,,0,2019-07-02
15124533,126004433,33686089,,,12743,2019-07-03,,"2019-07-03 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-07-03
15124537,126004433,33686089,,,12743,2019-07-03,,"2019-07-03 00:00:00",,,,,,,,,"Polis: BA particulieren nr 65191508 - Informatieplicht niet Leven",,IMPORT,,0,2019-07-03
15124541,126004433,33686093,,,12743,2019-07-03,,"2019-07-03 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-07-03
15124545,126004433,33686093,,,12743,2019-07-03,,"2019-07-03 00:00:00",,,,,,,,,"Polis: Brand eenvoudige risico's nr 52095381 - Informatieplicht niet Leven",,IMPORT,,0,2019-07-03
15124549,126004437,33686101,,,12743,2019-07-03,,"2019-07-03 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-07-03
15124553,126004745,33686537,,,12743,2019-12-30,,"2020-01-01 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-12-30
15124557,126004437,33686101,,,12743,2019-07-03,,"2019-07-03 00:00:00",,,,,,,,,"Polis: Brand eenvoudige risico's nr 52095433 - Informatieplicht niet Leven",,IMPORT,,0,2019-07-03
15124561,126004437,33686105,,,12743,2019-07-03,,"2019-07-03 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-07-03
15124565,126004437,33686105,,,12743,2019-07-03,,"2019-07-03 00:00:00",,,,,,,,,"Polis: BA particulieren nr 65191537 - Informatieplicht niet Leven",,IMPORT,,0,2019-07-03
15124569,126004441,33686109,,,12743,2019-07-03,,"2019-07-03 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-07-03
15124573,126004441,33686109,,,12743,2019-07-03,,"2019-07-03 00:00:00",,,,,,,,,"Polis: Multi-takken nr 730500815 - Informatieplicht niet Leven",,IMPORT,,0,2019-07-03
15124577,126004865,33686057,,,12743,2019-07-05,,"2019-07-05 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-07-05
15124581,126004865,33686057,,,12743,2019-07-05,,"2019-07-05 00:00:00",,,,,,,,,"Polis: Auto nr AP00351785 - Informatieplicht niet Leven",,IMPORT,,0,2019-07-05
15124585,126004745,33686541,,,12743,2019-12-30,,"2020-01-01 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-12-30
15124589,126004445,33686113,,,12743,2019-07-05,,"2019-07-05 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-07-05
15124593,125991127,33684977,,,12743,2019-07-08,,"2019-07-17 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-07-08
15124597,126005609,33686117,,,12743,2019-07-09,,"2019-07-17 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-07-09
15124601,140584160,33686121,,,12743,2019-07-09,,"2019-07-17 00:00:00",,,,,,,,,"Contract, nieuwe zaak",,IMPORT,,0,2019-07-09
15124605,126005725,,106950233,,12743,2019-07-09,,"2019-07-17 00:00:00",,,,,,,,,"Schadegeval, MSB (oorsprong Maatschappij)",,IMPORT,,0,2019-07-09
15124609,126008884,33684837,,,12743,2019-07-10,,"2019-07-17 00:00:00",,,,,,,,,"Contract, herneming nieuwe zaak",,IMPORT,,0,2019-07-10
15124613,126004441,33686109,,,12743,2019-07-12,,"2019-07-17 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-07-12
15124617,126004697,33686545,,,12743,2019-12-31,,"2020-01-01 00:00:00",,,,,,,,,"Contract, bijvoegsel",,IMPORT,,0,2019-12-31
