task_id,user_id_from,user_id_to,text,title,bet_id,schade_id,contract_id,created,end_date,dynamic_to_task_id,dynamic_add_days,status,completed,user_id_completed,kleur,sequenceId,sequenceOrder
27675991,17679,17679,"klant heeft factuur ontvangen
verzekeringsbewijs opvragen","Baloise bellen",129400959,,38664246,"2022-10-19 17:00:58",2022-10-20,,0,0,"2022-10-20 13:31:14",17679,,,
27676000,17679,17679,"reden volmachten vragen en op mail zetten","Andy bellen",138959734,,38650719,"2022-10-19 17:11:56",2022-10-20,,0,0,"2022-10-20 10:42:00",17679,,,
27676377,17679,17679,,"polis opvolgen",131418141,,36025386,"2022-10-20 11:42:48",2022-10-21,,0,0,"2022-10-21 11:08:49",17679,,,
27676461,17679,17679,,"Offertes opvolgen",139182203,,38670816,"2022-10-20 13:00:45",2022-10-25,,0,0,"2022-10-25 10:10:16",17679,,,
27676468,17679,17679,"Tel: 054/48 01 97
klant wenst vergoed te worden op eigen rekening","linea opbellen",126712901,113422685,,"2022-10-20 13:16:38",2022-10-20,,0,0,"2022-10-20 13:18:18",17679,,,
27676482,17679,17679,,"Dilarin zal terugbellen voor update terugbetaling",129400959,,38664246,"2022-10-20 13:34:40",2022-10-26,,0,0,"2022-10-26 12:06:42",17679,,,
27676728,17679,17679,,"verzekering opmaken",134331871,,38620683,"2022-10-20 15:57:02",2022-10-20,,0,0,"2022-10-21 11:08:56",17679,,,
27676813,17679,17679,,"polisstukken opvragen",138811238,,38663100,"2022-10-20 16:39:09",2022-10-21,,0,0,"2022-10-21 12:22:29",17679,,,
27676893,17679,17679,,"nieuw factuur bezorgen aan klant",138698385,,38257376,"2022-10-20 17:37:16",2022-10-21,,0,0,"2022-10-27 15:48:20",17679,,,
27676896,17679,17679,,"providis bellen",136885552,113515563,,"2022-10-20 17:38:15",2022-10-20,,0,0,"2022-10-21 12:21:36",17679,,,
27677109,17679,17679,,"DIV mail sturen",139001946,,38628837,"2022-10-21 09:59:58",2022-10-21,,0,0,"2022-10-21 12:22:25",17679,,,
27677115,17679,17679,,"axa bellen",138758334,113445566,,"2022-10-21 10:00:11",2022-10-21,,0,0,"2022-10-24 11:05:01",17679,,,
27677362,17679,17679,,"gegevens opvragen bij klant",126710225,113500585,,"2022-10-21 12:05:07",2022-10-21,,0,0,"2022-10-24 10:58:34",17679,,,
27677628,17679,17679,,"mail opvolgen",139030470,,38672835,"2022-10-21 15:54:14",2022-10-24,,0,0,"2022-10-24 10:43:40",17679,,,
27677713,17679,17679,,"mail opvolgen",139027830,,38668443,"2022-10-21 16:42:18",2022-10-26,,0,0,"2022-10-26 14:47:12",17679,,,
27678019,17679,17679,,"baloise bellen voor situatie",126027120,113533944,,"2022-10-24 10:04:56",2022-10-24,,0,0,"2022-10-25 13:15:44",17679,,,
27678022,17679,17679,,"domiciliëring aanpassen rekeningnummer",126027120,,36345227,"2022-10-24 10:05:16",2022-10-24,,0,0,"2022-10-25 14:25:34",17679,,,
27678180,17679,17679,,"nummerplaat bestellen",135947681,,38672842,"2022-10-24 11:23:59",2022-10-24,,0,0,"2022-10-24 11:39:43",17679,,,
27678195,17679,17679,"Familiale aanvangsdatum AG verplaatsen
Optimco opzeggen","Polis opzeggen",126047562,,33764010,"2022-10-24 11:29:56",2022-11-21,,0,0,"2022-11-22 13:19:53",17679,,,
27679572,17679,17679,,"expert bellen",126005577,113536117,,"2022-10-24 17:27:50",2022-10-25,,0,0,"2022-10-25 13:12:07",17679,,,
27679575,17679,17679,,"axa bellen",126005781,,33685113,"2022-10-24 17:28:21",2022-10-25,,0,0,"2022-10-25 12:42:14",17679,,,
27680788,17679,17679,,"bespreken met klant",130533555,113525319,,"2022-10-25 12:58:08",2022-10-26,,0,0,"2022-10-27 16:15:21",17679,,,
27680805,17679,17679,,"Aanpassen naar maandelijks domiciliëring",137654653,,36947173,"2022-10-25 13:20:32",2022-10-27,,0,0,"2022-10-27 17:33:55",17679,,,
27680814,17679,17679,,"Sepa opvolgen",126027120,,,"2022-10-25 13:26:14",2022-10-27,,0,0,"2022-10-26 10:53:59",17679,,,
27681297,17679,17679,,"leaseplan bellen",139030470,,38672835,"2022-10-25 17:17:25",2022-10-25,,0,0,"2022-10-25 17:21:21",17679,,,
27681327,17679,17679,,"offerte opvolgen",126005909,,38723196,"2022-10-25 17:51:49",2022-10-26,,0,0,"2022-10-26 11:10:48",17679,,,
27681718,17679,17679,,"rechtsbijstand toevoegen",139019796,,38740233,"2022-10-26 11:43:44",2022-11-07,,0,0,"2022-10-26 12:09:33",17679,,,
27681762,17679,17679,,"providis bellen",136885552,113515563,,"2022-10-26 12:06:15",2022-10-27,,0,0,"2022-10-28 12:03:53",17679,,,
27682479,17679,17679,,"polisstukken opsturen",138811238,,,"2022-10-26 13:07:58",2022-10-26,,0,0,"2022-10-27 16:19:40",17679,,,
27682482,17679,17679,,"polisstukken opsturen",139019028,,38653446,"2022-10-26 13:09:20",2022-10-26,,0,0,"2022-10-26 15:39:40",17679,,,
27683232,17679,17679,,"polisstukken opvolgen",138711033,,33942971,"2022-10-26 14:27:59",2022-11-29,,0,0,"2022-11-29 11:46:43",17679,,,
27683269,17679,17679,,"navragen bij klant",126004593,113531523,,"2022-10-26 14:51:36",2022-10-26,,0,0,"2022-10-27 12:01:02",17679,,,
27683307,17679,17679,,"Polis opmaken",126005885,,36694937,"2022-10-26 15:09:55",2022-10-26,,0,0,"2022-10-26 15:37:31",17679,,,
27684081,17679,17679,,"offerte opvolgen",132370428,,38624598,"2022-10-26 16:06:34",2022-10-28,,0,0,"2022-10-28 15:37:41",17679,,,
27684090,17679,17679,,"nieuwe vervaldagberichten opsturen naar klant",138759534,,,"2022-10-26 16:15:31",2022-10-26,,0,0,"2022-10-27 16:23:00",17679,,,
27684567,17679,17679,,"Offerte opvolgen",126134770,,38722650,"2022-10-27 11:42:06",2022-10-28,,0,0,"2022-10-28 17:00:16",17679,,,
27684744,17679,17679,,"Polis opmaken bij Baloise",138596110,,38177973,"2022-10-27 14:05:05",2022-10-27,,0,0,"2022-10-27 15:47:07",17679,,,
27684933,17679,17679,,"offerte bekijken",132370428,,38624598,"2022-10-27 15:46:54",2022-10-27,,0,0,"2022-10-28 17:00:20",17679,,,
27685011,17679,17679,,"Sepa opvolgen",138811238,,,"2022-10-27 16:19:32",2022-10-28,,0,0,"2022-10-28 12:00:28",17679,,,
27685110,17679,17679,,"factuur opsturen naar klant",138759534,,38283873,"2022-10-27 17:34:50",2022-10-28,,0,0,"2022-10-28 12:03:00",17679,,,
27685116,17679,17679,"opmaken polis","IPT Sema & Tuba",,,,"2022-10-27 17:39:33",2022-11-28,,0,0,"2022-11-28 14:48:29",17679,,,
27685386,17679,17679,,"sepa opvolgen",137654653,,,"2022-10-28 10:55:59",2022-11-10,,0,0,"2022-11-09 12:34:13",17679,,,
27685618,17679,17679,,"uitbetaling navragen",126424694,113411810,,"2022-10-28 13:52:05",2022-10-28,,0,0,"2022-11-07 16:54:19",17679,,,
27685644,17679,17679,"bespreken met klant en Akif abi","Alle polissen omzetten naar driemaandelijks met hoofdvervaldag 01/01",126710225,,35616981,"2022-10-28 14:16:22",2022-11-07,,0,0,"2022-11-14 11:24:04",17679,,,
27685731,17679,17679,"MAN 1YVR348 geschrapt op datum 26/07/2022
2AGF053 geschrapt op datum 26/07/2022
2BCF936 geschrapt op datum 05/08/2022
Mail sturen naar aannemer Zohra.BenOmar@krone-fleet.com en vragen of opleggers verzekerd zijn (CTA nodig of niet)","CMR verzekering nakijken",126485138,,35616954,"2022-10-28 15:00:59",2022-11-07,,0,0,"2022-11-22 11:48:58",17679,,,
27689234,17679,17679,,"Mail opzeg navragen bij Baloise",138696702,,38247299,"2022-11-07 10:27:45",2022-11-07,,0,0,"2022-11-07 16:19:12",17679,,,
27689483,17679,17679,,"AXA opbellen voor betaling aan klant",138758334,113445566,,"2022-11-07 12:11:38",2022-11-07,,0,0,"2022-11-07 16:53:47",17679,,,
27689549,17679,17679,,"CMR attest opvolgen",126485138,,35616954,"2022-11-07 12:45:10",2022-11-07,,0,0,"2022-11-07 15:10:42",17679,,,
27689926,17679,17679,,"CMR attest opvragen aan Baloise",126485138,,35616954,"2022-11-07 15:44:39",2023-01-23,,0,0,"2023-01-23 11:45:16",17679,,,
27690029,17679,17679,,"dossier opvolgen",138758334,113445566,,"2022-11-07 16:25:51",2022-11-10,,0,0,"2022-11-09 11:57:41",17679,,,
27690032,17679,17679,,"offerte opvolgen",139112998,,38802379,"2022-11-07 16:26:07",2022-11-10,,0,0,"2022-11-10 14:17:59",17679,,,
27690067,17679,17679,,"betaling opvolgen ",131414960,113422038,,"2022-11-07 16:36:42",2022-11-16,,0,0,"2022-11-16 11:10:51",17679,,,
27690074,17679,17679,,"mail Baloise opvolgen",126027120,113533944,,"2022-11-07 16:40:16",2022-11-09,,0,0,"2022-11-09 12:25:05",17679,,,
27690110,17679,17679,,"klant opbellen",139021521,,,"2022-11-07 16:47:37",2022-11-08,,0,0,"2022-11-08 10:19:23",17679,,,
27690175,17679,17679,,"AXA opbellen en btw navragen",132601448,113507517,,"2022-11-07 17:12:36",2022-11-08,,0,0,"2022-11-08 14:49:00",17679,,,
27690493,17679,17679,,"polis opgezegd, klant opbellen",126049393,,37192083,"2022-11-08 10:44:04",2022-11-08,,0,0,"2022-11-14 13:20:40",17679,,,
27690496,17679,17679,,"polis opgezegd, klant opbellen",132601448,,37011768,"2022-11-08 10:44:30",2022-11-08,,0,0,"2022-11-08 14:49:07",17679,,,
27690965,17679,17679,,"plaatsingsmandaat opvolgen",126004705,,38591601,"2022-11-08 14:59:24",2022-11-09,,0,0,"2022-11-08 15:22:52",17679,,,
27690992,17679,17679,,"Nummerplaat opvolgen DIV",126042839,,36933307,"2022-11-08 15:20:23",2022-11-09,,0,0,"2022-11-09 15:25:40",17679,,,
27691114,17679,17679,,"bespreken met klant",126027120,113533944,,"2022-11-08 16:23:22",2022-11-08,,0,0,"2022-11-09 12:22:09",17679,,,
27691187,17679,17679,,"plaatsingsmandaat opvolgen",126004705,,,"2022-11-08 17:18:53",2022-11-09,,0,0,"2022-11-09 12:22:56",17679,,,
27691676,17679,17679,,"offerte opvolgen",137583736,,,"2022-11-09 12:24:14",2022-11-09,,0,0,"2022-11-09 15:25:36",17679,,,
27691715,17679,17679,,"nummerplaat bestellen",126291646,,38805665,"2022-11-09 13:47:49",2022-11-09,,0,0,"2022-11-10 11:33:06",17679,,,
27692015,17679,17679,,"AG opbellen en modulis opmaken",138959734,,,"2022-11-09 16:48:57",2022-11-21,,0,0,"2022-11-21 16:25:47",17679,,,
27692065,17679,17679,,"nummerplaat opvolgen + polis opmaken",126291646,,38805665,"2022-11-09 17:45:34",2022-11-10,,0,0,"2022-11-14 11:51:59",17679,,,
27692344,17679,17679,"intrum + baloise bellen","Factuur incassobureau navragen",138696702,,38247299,"2022-11-10 11:19:01",2022-11-10,,0,0,"2022-11-14 14:03:45",17679,,,
27692918,17679,17679,,"verzekering opmaken",126005337,,38804236,"2022-11-10 18:14:57",2022-11-10,,0,0,"2022-11-14 12:13:35",17679,,,
27693635,17679,17679,,"plaatsingsmandaat opvolgen",138696702,,38247299,"2022-11-14 14:03:35",2022-11-16,,0,0,"2022-11-16 11:10:42",17679,,,
27693821,17679,17679,,"Premie opvragen bij TVM voor trekkers",126485138,,,"2022-11-14 15:11:08",2022-11-15,,0,0,"2022-12-05 17:31:27",17679,,,
27694016,17679,17679,"dekking bekijken + wat als we dit verhogen","1ywd ",126005909,,37040712,"2022-11-14 16:22:48",2022-11-14,,0,0,"2022-11-15 16:01:48",17679,,,
27694655,17679,17679,,"Verzekering opmaken",126005421,,33769996,"2022-11-15 12:10:14",2022-11-15,,0,0,"2022-11-15 15:48:38",17679,,,
27694660,17679,17679,,"polisstukken opvragen",130186098,,38810621,"2022-11-15 12:18:27",2022-11-16,,0,0,"2022-11-16 11:10:47",17679,,,
27694675,17679,17679,"mail versturen naar: Politie.west.oudaan5@politie.antwerpen.be
broer ali opbellen: +32 484 64 27 52

Adres politiekantoor: Oudaan 5, 2000 Antwerpen
Telefoon: 03 338 57 11","mail ag opwachten",139001946,,38628837,"2022-11-15 12:28:07",2022-11-15,,0,0,"2022-11-15 15:33:25",17679,,,
27695459,17679,17679,,"polisdocumenten opvragen",139112998,,38802379,"2022-11-16 10:58:01",2022-11-22,,0,0,"2022-11-22 11:25:59",17679,,,
27695653,17679,17679,,"DIV bellen Handelaarsplaat",139147027,,38814163,"2022-11-16 13:05:31",2022-11-17,,0,0,"2022-11-17 10:53:33",17679,,,
27695749,17679,17679,"naam + gsm nummer","gegevens expert navragen",126005501,113414945,,"2022-11-16 14:20:47",2022-11-16,,0,0,"2022-11-16 14:21:55",17679,,,
27695795,17679,17679,"foutmelding navragen","DIV opbellen",139114946,,38814317,"2022-11-16 14:52:07",2022-11-16,,0,0,"2022-11-17 10:53:36",17679,,,
27695836,17679,17679,,"betaling nakijken",132648422,,36157967,"2022-11-16 15:21:18",2022-11-16,,0,0,"2022-11-18 14:40:00",17679,,,
27695870,17679,17679,,"offerte opvolgen",139147027,,38814163,"2022-11-16 15:43:52",2022-11-18,,0,0,"2022-11-21 15:31:42",17679,,,
27695915,17679,17679,,"verzekering bellen",138543766,113537325,,"2022-11-16 16:24:23",2022-11-22,,0,0,"2022-11-22 10:49:38",17679,,,
27696127,17679,17679,,"nummerplaat opvolgen",126710225,,35616978,"2022-11-17 09:54:34",2022-11-21,,0,0,"2022-11-21 11:29:40",17679,,,
27696388,17679,17679,,"polis verwachten van Esther",132601448,,37011768,"2022-11-17 11:42:16",2022-11-23,,0,0,"2022-11-22 12:31:58",17679,,,
27793073,17679,17679,,"DIV Bellen",139019796,,38857904,"2022-11-17 16:59:36",2022-11-18,,0,0,"2022-11-18 11:55:55",17679,,,
27793079,17679,17679,"- auto

- BA
Plaatsen digitale meters elektriciteit & gas
omzet 13K / maand

individuele patroons 1700 loon / zn","Opmaken verzekering",139141643,,,"2022-11-17 17:01:05",2022-11-18,,0,0,"2022-11-18 18:07:29",17679,,,
27793550,17679,17679,,"verzekering opvolgen",139019796,,38857904,"2022-11-18 13:35:50",2022-11-21,,0,0,"2022-11-21 11:12:43",17679,,,
27793571,17679,17679,"Bericht whatsapp laten bevestigen door AG

+ Waarborg beroepsaansprakelijkheid
7112 volledig (7112101) Uitwerking en realisatie van projecten op het gebied van de elektriciteit en elektronica, mijnbouw, chemie, machine- en werktuigbouw, industriële systeemontwikkeling, veiligheid, enz.

programmeren van PLC en in dienst nemen","to do",137583736,,38792055,"2022-11-18 13:49:04",2022-11-18,,0,0,"2022-11-18 17:00:11",17679,,,
27793634,17679,17679,,"maatschappij opbellen",138543766,113537325,,"2022-11-18 14:37:49",2022-11-28,,0,0,"2022-11-28 10:16:15",17679,,,
27793649,17679,17679,,"baloise bellen",126027120,113533944,,"2022-11-18 14:46:23",2022-11-23,,0,0,"2022-11-24 11:07:25",17679,,,
27793711,17679,17679,,"navragen bij klant",126485138,113585830,,"2022-11-18 15:12:03",2022-11-18,,0,0,"2022-11-18 17:49:15",17679,,,
27793895,17679,17679,,"mail opvolgen",137583736,,38792055,"2022-11-18 17:00:04",2022-12-28,,0,0,"2022-12-29 11:12:58",17679,,,
27793921,17679,17679,,"plaatsingsmandaat opvolgen",126119609,,38859697,"2022-11-18 17:42:14",2022-11-21,,0,0,"2022-11-21 11:09:21",17679,,,
27793922,17679,17679,,"mail schadeopening volgen",126119609,113574448,,"2022-11-18 17:44:50",2022-11-24,,0,0,"2022-11-24 10:51:59",17679,,,
27793925,17679,17679,,"offerte opvragen",139141643,,38859719,"2022-11-18 18:07:59",2022-11-25,,0,0,"2022-11-25 09:51:28",17679,,,
27794773,17679,17679,"persoonlijke lening 7-8K","aanvraag indienen",136730326,,38811686,"2022-11-21 14:12:16",2022-11-21,,0,0,"2022-11-22 10:49:59",17679,,,
27794894,17679,17679,"Bellen naar nummer: 02 403 89 42
na 13:30","opzeg navragen baloise",138785441,,38571877,"2022-11-21 15:37:51",2022-11-22,,0,0,"2022-11-22 15:05:57",17679,,,
27795026,17679,17679,,"polis opvolgen",126717722,,38330478,"2022-11-21 16:25:38",2022-11-24,,0,0,"2022-11-24 10:51:44",17679,,,
27795125,17679,17679,,"opvragen polis handelaarsplaat + patroonsverzekering offerte",139147027,,38814163,"2022-11-21 17:07:50",2022-11-23,,0,0,"2022-11-23 10:37:23",17679,,,
27795131,17679,17679,,"bericht klant opvragen",138959734,,,"2022-11-21 17:09:12",2022-11-25,,0,0,"2022-11-23 11:51:36",17679,,,
27795719,17679,17679,"klant opbellen","Betaling opvolgen",132601448,,37011768,"2022-11-22 12:30:56",2022-11-29,,0,0,"2022-11-29 16:48:02",17679,,,
27795890,17679,17679,,"verzekeringsattest opsturen naar klant",131622287,,36194609,"2022-11-22 14:34:20",2022-11-23,,0,0,"2022-11-23 16:03:04",17679,,,
27796169,17679,17679,,"offerte opvolgen",139143668,,38864483,"2022-11-22 16:48:11",2022-12-02,,0,0,"2022-12-02 10:00:54",17679,,,
27796714,17679,17679,,"akkoord offerte navragen bij klant",139141643,,38859719,"2022-11-23 12:15:17",2022-12-01,,0,0,"2022-12-01 10:30:20",17679,,,
27796786,17679,17679,,"betaling nakijken",126424694,,34213472,"2022-11-23 13:52:39",2022-12-19,,0,0,"2022-12-19 10:03:10",17679,,,
27796834,17679,17679,,"voertuigwijziging opvolgen",135002651,,36901324,"2022-11-23 14:22:32",2022-11-23,,0,0,"2022-11-24 10:54:09",17679,,,
27796936,17679,17679,,"offerte opvragen",138986563,,38865725,"2022-11-23 15:43:06",2022-11-24,,0,0,"2022-11-24 15:56:12",17679,,,
27797773,17679,17679,,"polisstukken opsturen naar klant",139147027,,38862062,"2022-11-24 15:30:28",2022-11-28,,0,0,"2022-11-28 17:11:05",17679,,,
27797888,17679,17679,,"offerte opvolgen",138975788,,38867647,"2022-11-24 16:27:46",2022-12-06,,0,0,"2022-12-05 18:08:31",17679,,,
27797941,17679,17679,,"offerte opvolgen",126049393,,38867812,"2022-11-24 17:04:14",2022-11-25,,0,0,"2022-11-25 09:51:19",17679,,,
27797960,17679,17679,,"polisdocumenten opsturen",139116359,,38867816,"2022-11-24 17:17:18",2022-11-25,,0,0,"2022-11-28 13:46:17",17679,,,
27798269,17679,17679,,"mail navragen",126049393,,37192083,"2022-11-25 10:29:05",2022-12-02,,0,0,"2022-12-02 10:00:51",17679,,,
27798308,17679,17679,"huur 650 EUR
Kredietvraag 25K persoonlijk
Inrichting meubel","krediet aanvraag",139145801,,38866037,"2022-11-25 10:45:02",2022-11-25,,0,0,"2022-11-28 13:59:14",17679,,,
27798394,17679,17679,,"mail opvolgen",126710225,,35616978,"2022-11-25 11:21:04",2022-12-02,,0,0,"2022-12-05 12:47:34",17679,,,
27798833,17679,17679,,"mail opvolgen",131622287,,36194609,"2022-11-25 16:39:36",2022-12-01,,0,0,"2022-12-01 10:30:09",17679,,,
27798851,17679,17679,"persoonsongevallenverzekering toevoegen","offerte opvolgen",139147958,,38869346,"2022-11-25 16:48:19",2022-12-02,,0,0,"2022-12-02 10:00:41",17679,,,
27799148,17679,17679,,"mail sturen naar expert",136612490,113547055,,"2022-11-28 10:15:07",2022-11-28,,0,0,"2022-11-28 13:05:10",17679,,,
27799190,17679,17679,,"gegevens vragen aan klant",126049393,113589746,,"2022-11-28 10:35:14",2022-11-28,,0,0,"2022-11-28 13:21:08",17679,,,
27799231,17679,17679,"half omnium
pechbijstand
BA + RB","verzekering opmaken",126132034,,38870029,"2022-11-28 10:53:58",2022-11-28,,0,0,"2022-11-28 11:21:31",17679,,,
27799429,17679,17679,,"voertuigwijziging + inschrijven",132753434,,36150538,"2022-11-28 12:13:44",2022-11-28,,0,0,"2022-11-28 17:41:08",17679,,,
27799469,17679,17679,,"polisstukken doorsturen naar klant",139116359,,38864986,"2022-11-28 13:07:51",2022-11-28,,0,0,"2022-11-28 13:46:11",17679,,,
27799472,17679,17679,,"doorsturen naar klant",139112998,,38802379,"2022-11-28 13:11:36",2022-11-28,,0,0,"2022-11-28 13:27:53",17679,,,
27799802,17679,17679,,"polisstukken doorsturen naar klant",138711033,,33942971,"2022-11-28 15:51:03",2022-11-28,,0,0,"2022-11-28 17:29:18",17679,,,
27799918,17679,17679,,"mail limbratex opvolgen",126005729,113394570,,"2022-11-28 16:59:18",2022-12-09,,0,0,"2022-12-15 10:44:28",17679,,,
27799958,17679,17679,,"Offerte Berekenen",138711033,,33942971,"2022-11-28 17:40:46",2022-11-29,,0,0,"2022-11-30 16:18:56",17679,,,
27800414,17679,17679,,"dossier opvolgen",132370428,,,"2022-11-29 12:45:36",2022-11-29,,0,0,"2022-12-13 15:32:27",17679,,,
27800770,17679,17679,,"diefstal toevoegen offerte",129385854,,36510275,"2022-11-29 16:27:20",2022-12-05,,0,0,"2022-12-05 12:56:01",17679,,,
27800836,17679,17679,,"mail opvolgen",132601448,,37011768,"2022-11-29 17:05:08",2022-12-02,,0,0,"2022-12-02 10:01:12",17679,,,
27800848,17679,17679,,"ag bellen schadeverleden",139150093,,38873327,"2022-11-29 17:22:43",2022-11-30,,0,0,"2022-11-30 10:53:00",17679,,,
27801377,17679,17679,"opbellen
03 247 55 63
","baloise mail opvolgen",131622287,,36194609,"2022-11-30 13:41:37",2022-12-08,,0,0,"2022-12-07 15:53:30",17679,,,
27801380,17679,17679,,"uitbetaling dossier navragen",129392205,113570570,,"2022-11-30 13:42:39",2022-11-30,,0,0,"2022-11-30 16:04:58",17679,,,
27801550,17679,17679,,"offerteaanvraag opvolgen",139150039,,38874886,"2022-11-30 16:04:42",2022-12-07,,0,0,"2022-12-07 11:09:11",17679,,,
27802160,17679,17679,"5P67461
5T16632
5R09674
5N68864","betalingen nakijken",,,,"2022-12-01 12:13:58",2022-12-01,,0,0,"2022-12-05 12:47:29",17679,,,
27802169,17679,17679,,"polisdocumenten opsturen",139141643,,,"2022-12-01 12:19:36",2022-12-19,,0,0,"2022-12-16 16:45:04",17679,,,
27802199,17679,17679,"klant heeft Albanees rijbewijs
is dit geldig","Baloise bellen",139151513,,38876093,"2022-12-01 13:08:31",2022-12-01,,0,0,"2022-12-02 11:29:26",17679,,,
27802589,17679,17679,,"nummerplaat opvolgen en polis opmaken",126712901,,38876081,"2022-12-01 16:43:37",2022-12-05,,0,0,"2022-12-05 13:51:24",17679,,,
27803110,17679,17679,,"polis terug in voege zetten",137937877,,36969407,"2022-12-02 11:48:01",2022-12-02,,0,0,"2022-12-05 11:26:47",17679,,,
27803144,17679,17679,,"mail opvolgen",138975788,,38867647,"2022-12-02 12:09:49",2022-12-06,,0,0,"2022-12-06 12:55:34",17679,,,
27803191,17679,17679,,"ATI opvolgen",135002651,,36901324,"2022-12-02 13:23:48",2022-12-06,,0,0,"2022-12-06 12:55:24",17679,,,
27803248,17679,17679,,"akif abi bespreken",126004521,,,"2022-12-02 14:15:25",2022-12-02,,0,0,"2022-12-09 12:21:08",17679,,,
27803534,17679,17679,,"Hospi ",126005577,,,"2022-12-02 17:45:15",2022-12-02,,0,0,"2022-12-08 16:55:10",17679,,,
27804002,17679,17679,,"offerte opvolgen",137015422,,38879087,"2022-12-05 11:24:22",2022-12-07,,0,0,"2022-12-07 12:32:26",17679,,,
27804098,17679,17679,"BA + AO attest ",opvolgen,132224999,,36077481,"2022-12-05 11:53:51",2022-12-07,,0,0,"2022-12-07 11:09:01",17679,,,
27804119,17679,17679,,"nieuw offerte opvragen",126485138,,38229341,"2022-12-05 12:01:28",2022-12-08,,0,0,"2022-12-08 15:32:52",17679,,,
27804295,17679,17679,"gelijkvloers studio (huurder)
1 ste verdiep appartement 2 slp met garage (eigenaar bewoner)
zolder studio (huurder)","polis wijzigen",132602276,,36127280,"2022-12-05 14:43:01",2022-12-05,,0,0,"2022-12-07 14:28:13",17679,,,
27804695,17679,17679,"premiesplitsing naar 3 maanden navragen","Polis opzeggen of laten betalen aan klant",126485138,,37055103,"2022-12-05 17:32:50",2022-12-14,,0,0,"2022-12-14 14:51:52",17679,,,
27804704,17679,17679,,"oorspronkelijke vervaldag opvragen",126485138,,38294166,"2022-12-05 17:40:52",2022-12-06,,0,0,"2022-12-06 15:01:32",17679,,,
27805214,17679,17679,,"documenten opgevraagd van klant",139150039,,38874886,"2022-12-06 11:25:44",2023-01-03,,0,0,"2023-01-09 10:45:49",17679,,,
27805352,17679,17679,,"Verzekering schorsen",126055655,,36970597,"2022-12-06 13:11:24",2022-12-06,,0,0,"2022-12-06 15:36:17",17679,,,
27805766,17679,17679,,"opvolgen dossier",139145801,,38866037,"2022-12-06 17:47:33",2022-12-08,,0,0,"2022-12-08 14:09:59",17679,,,
27805769,17679,17679,,"polisstukken opsturen",139141643,,38871557,"2022-12-06 18:16:09",2022-12-09,,0,0,"2022-12-08 15:33:16",17679,,,
27806042,17679,17679,"tegen 1500 EUR","bellen en bijkomende korting vragen",137015422,,38879087,"2022-12-07 11:24:59",2022-12-07,,0,0,"2022-12-08 16:26:46",17679,,,
27806045,17679,17679,,"polisdoc opsturen",139157440,,38883826,"2022-12-07 11:25:24",2022-12-07,,0,0,"2022-12-07 12:32:17",17679,,,
27806147,17679,17679,,"euromex bellen",129392205,113570570,,"2022-12-07 12:42:01",2022-12-07,,0,0,"2022-12-07 16:41:01",17679,,,
27806222,17679,17679,,"offerte Baloise opvolgen",135002651,,38885000,"2022-12-07 14:31:39",2022-12-08,,0,0,"2022-12-08 14:08:58",17679,,,
27806413,17679,17679,,"ag opbellen",126055655,113586083,,"2022-12-07 17:43:39",2022-12-08,,0,0,"2022-12-08 16:42:54",17679,,,
27806591,17679,17679,,"mail opvolgen",126005909,,38882915,"2022-12-08 09:55:19",2022-12-08,,0,0,"2022-12-08 11:05:19",17679,,,
27808670,17679,17679,,"akkoord opsturen 01/01",139182203,,38670816,"2022-12-12 11:12:07",2022-12-12,,0,0,"2022-12-12 17:41:48",17679,,,
27808769,17679,17679,,"krediet bevriezen",136672678,,36935339,"2022-12-12 11:57:34",2022-12-12,,0,0,"2022-12-13 15:32:11",17679,,,
27905408,17679,17679,,"TVM mail sturen ",,,,"2022-12-12 18:16:47",2021-12-12,,0,0,"2022-12-13 15:32:31",17679,,,
27905608,17679,17679,"Opel corsa onder bestaande nummerplaat 2BCX824 ","nummerplaat bestellen",126004621,,36901892,"2022-12-13 10:09:56",2022-12-13,,0,0,"2022-12-13 15:24:19",17679,,,
27906379,17679,17679,,"plaatsingsmandaat opsturen en betaling driemaandelijks wijzigen",138974032,,38577592,"2022-12-13 17:15:09",2022-12-14,,0,0,"2022-12-14 12:54:00",17679,,,
27906772,17679,17679,,adreswijzigen,126485138,,35616954,"2022-12-14 11:29:12",2022-12-14,,0,0,"2022-12-14 15:25:58",17679,,,
27906890,17679,17679,,"bellen en premiesplitsing aanpassen",138974032,,38577592,"2022-12-14 12:53:48",2022-12-15,,0,0,"2022-12-16 13:24:18",17679,,,
27906922,17679,17679,"domiciliëring rekeningnummer wijzigen","dienst budgetplan bellen 03 247 53 90",138339748,,,"2022-12-14 14:14:36",2022-12-28,,0,0,"2022-12-29 13:52:12",17679,,,
27906958,17679,17679,,"nummerplaat aanvragen",139141643,,38936042,"2022-12-14 14:51:34",2022-12-14,,0,0,"2022-12-14 17:00:20",17679,,,
27907127,17679,17679,,"polisstukken opvolgen",139141643,,38936042,"2022-12-14 16:48:31",2022-12-15,,0,0,"2022-12-15 10:51:13",17679,,,
27907450,17679,17679,,"mevlut abi bellen",126005729,113394570,,"2022-12-15 10:44:43",2022-12-15,,0,0,"2022-12-20 09:45:27",17679,,,
27907537,17679,17679,,"opzeg navragen",128779250,,35591928,"2022-12-15 11:26:10",2022-12-21,,0,0,"2022-12-21 10:11:09",17679,,,
