schade_id,bet_id,beheerder,referentie_makelaar,referentie_tegenmaatschappij,datum,omschrijving,status,statusDetailed,afgelopen_reden,afgelopen_datum,added_by,added_time,edited_by,edited_time
113574422,126712901,,"O2238850 - Euromex",,"2022-10-18 00:00:00","Diefstal bromfiets - Garagebox te Zaanstraat 13 - EUROMEX",0,5,,0000-00-00,18961,"2022-11-17 11:08:48",19899,"2024-05-14 09:42:43"
113574448,126119609,,972251466001,,"2022-11-14 00:00:00","schade aan poort veroorzaakt door WN Ayaz",0,,,0000-00-00,17679,"2022-11-17 11:29:01",17591,"2023-06-29 15:17:59"
113585555,138961228,,2022-11-0101,,"2022-11-17 00:00:00","NIET AANGEGEVEN",0,,,0000-00-00,17679,"2022-11-18 10:17:14",,"0000-00-00 00:00:00"
113585824,126485138,,V2211912,,"2022-04-19 00:00:00",,0,5,,0000-00-00,17679,"2022-11-18 15:10:05",17591,"2023-08-23 17:25:53"
113585830,126485138,,0604J1256701,,"2022-10-14 09:30:00",,0,5,,0000-00-00,17679,"2022-11-18 15:11:14",17591,"2023-08-23 17:26:08"
113586083,126055655,,26241034,,"2022-11-22 00:00:00","Aanrijding + vluchtmisdrijf tgnpartijk tegen 2 voertuigen - NIET aansprakelijk",0,3-b,,0000-00-00,18961,"2022-11-21 09:20:03",18961,"2025-12-09 08:50:36"
113586448,126004469,,0801J3182201,,"2022-11-21 11:11:00","Deel plafond ingestort door waterlek",0,5,,0000-00-00,18961,"2022-11-21 12:06:28",17478,"2023-11-16 09:28:46"
113587565,139019817,,"0601D8954501 ",,"2022-11-17 12:11:00","Geparkeerd voertuig van klant aangereden --- in recht",0,5,,0000-00-00,17679,"2022-11-22 17:21:58",17591,"2023-05-09 16:26:57"
113587760,126049393,,0604J1475801,,"2022-11-15 11:11:00","Vezekerde botst bij het verlaten van de parking op het stilstaand voertuig - AANSPRAKELIJK",0,5,,0000-00-00,18961,"2022-11-23 09:47:38",17679,"2025-01-29 16:44:35"
113588048,126291640,,O22F5315,,"2022-11-23 00:00:00","klant stond stil, tegenpartij verlaat parking (IN RECHT)",0,5,,0000-00-00,17679,"2022-11-23 14:09:50",17591,"2024-04-11 14:53:20"
113588900,130533555,,26243327,,"2022-11-23 00:00:00","tegenpartij pleegt vluchtmisdrijf",0,5,,0000-00-00,17679,"2022-11-24 16:44:00",17679,"2023-11-10 12:25:39"
113589008,126054474,,"26244425 ",,"2022-11-24 00:00:00","Bij het veranderen van rijstrook reed onze klant in op de tgnpartij - AANSPRAKELIJK",0,5,,0000-00-00,18961,"2022-11-25 09:09:17",17591,"2023-05-09 09:30:41"
113589092,126004621,,0G01J3254502,,"2021-12-03 11:11:00",,0,5,,0000-00-00,17679,"2022-11-25 09:59:23",17591,"2023-06-15 08:51:42"
113589746,126049393,,0604J1628001,,"2022-11-17 11:11:00",,0,,,0000-00-00,17679,"2022-11-28 10:33:59",17679,"2023-04-18 13:17:03"
113589904,126054474,,"26243662 ",,"2022-11-26 00:00:00","klant komt van rechts --- (IN RECHT)",0,,,0000-00-00,17679,"2022-11-28 12:16:49",17679,"2022-12-21 09:24:18"
113589911,126485138,,V2243084,,"2022-11-25 00:00:00","Rechtsbijstandverzekering --- geschil met ex wn",0,5,,0000-00-00,17679,"2022-11-28 12:22:56",17591,"2023-08-22 11:53:40"
113590793,138722055,,V2214919,,"2022-11-25 00:00:00","Bij het uitladen van de vrachtwagen is het glas gebroken van een derde partij - AANSPRAKELIJK",0,5,,0000-00-00,18961,"2022-11-29 13:46:20",17591,"2023-08-31 14:32:43"
113591069,126005421,,V2214762,,"2022-10-24 00:00:00","Waterschade bij de eindklant door nalatigheid afscherming dak - vermoedelijk AANSPRAKELIJK (9300 AALST) Moorselbaan 22 te 9300 Aalst.",0,5,,0000-00-00,17679,"2022-11-29 16:48:28",17591,"2023-08-23 17:26:53"
113591104,130564850,,0604J1738901,,"2022-10-14 16:00:00",,0,5,,0000-00-00,17679,"2022-11-29 17:27:45",17679,"2023-05-09 18:08:22"
113591288,126047559,,0604J1748701,,"2022-11-23 11:11:00",,0,5,,0000-00-00,17679,"2022-11-30 09:52:32",17591,"2023-08-23 17:27:36"
113591603,130533555,,26247963,,"2022-11-25 00:00:00","Klant stond stil, tegenpartij opent portier en veroorzaakt schade aan voertuig verzekerde",0,,,0000-00-00,17679,"2022-11-30 15:29:13",17679,"2023-03-13 15:36:37"
113593454,138425973,,0604J1946001,,"2022-07-14 11:11:00",,0,5,,0000-00-00,17679,"2022-12-05 15:31:47",17591,"2023-07-18 08:50:17"
113593481,126005421,,O22G1303,,"2022-11-10 00:00:00","Tegenpartij rijdt onze klant aan tijdens het parkeren - IN RECHT",0,5,,0000-00-00,18961,"2022-12-05 15:44:30",17591,"2025-04-30 10:15:16"
113593856,126004981,,2022-12-0116,,"2021-11-18 00:00:00",,0,,,0000-00-00,17679,"2022-12-06 10:53:36",17679,"2023-02-16 15:38:25"
113594771,126047559,,0604J2069101,,"2022-12-01 07:35:00",,0,5,,0000-00-00,17679,"2022-12-07 16:31:21",17591,"2023-12-18 10:41:59"
113595512,126004621,,0604J2117001,,"2022-11-06 11:11:00",,0,3-a,,0000-00-00,17679,"2022-12-08 17:11:43",18961,"2025-11-10 13:51:59"
113607440,129400959,,972291403601,,"2022-11-16 00:00:00","Ruit gebarsten",0,,,0000-00-00,17679,"2022-12-12 17:31:28",18961,"2023-06-12 13:11:32"
113608028,126005421,,V2214610,,"2022-09-27 00:00:00","KUNSTAMBACHTSLAAN 21, BE 2640 MORTSEL",0,5,,0000-00-00,17679,"2022-12-13 15:43:45",17591,"2023-11-09 08:43:11"
113608154,126005885,,"0604J2352501 ",,"2022-12-13 08:05:00","TP verandert van rijstrook - IN RECHT",0,3-a,,0000-00-00,17679,"2022-12-13 17:35:42",17591,"2024-10-25 11:45:26"
113608940,126005885,,0G01J3628102,,"2022-12-13 11:11:00","LEGAL VILLAGE - Extra-contractueel verhaal/verdediging - Oekrainse tegenmij",0,5,,0000-00-00,17679,"2022-12-15 10:29:00",17591,"2024-10-25 11:44:34"
113609321,131622287,,"V2215410 ",,"2022-11-04 00:00:00","waterschade door gescheurde leiding --- De Goudvink,16 2970 S Gravenwezel",0,5,,0000-00-00,17679,"2022-12-15 16:23:20",17591,"2023-08-31 14:33:05"
113610140,134559601,,"O22G4209 ",,"2022-12-05 00:00:00",,0,5,,0000-00-00,17679,"2022-12-19 10:11:58",17591,"2023-07-24 09:32:52"
113610200,126049393,,0604J2439301,,"2022-07-15 11:11:00",,0,5,,0000-00-00,17679,"2022-12-19 10:50:56",18961,"2024-04-05 16:54:44"
113610410,138425973,,0604J2475801,,"2022-12-14 14:00:00",,0,5,,0000-00-00,17679,"2022-12-19 13:05:53",17591,"2023-08-23 17:28:51"
113610449,126017715,,O22G4482,,"2022-12-08 00:00:00","Klant opende portier - AANSPRAKELIJK",0,5,,0000-00-00,17679,"2022-12-19 13:33:53",17591,"2025-05-19 22:39:36"
113633066,133526967,,O22G7471,,"2022-12-17 00:00:00","Klant verlaat parking, rijdt tegenpartij aan",0,5,,0000-00-00,17679,"2022-12-21 13:02:40",17591,"2023-07-13 14:31:28"
113633447,126054474,,67222381,,"2022-11-26 00:00:00","Providis --- klant komt van rechts --- (IN RECHT)",0,5,,0000-00-00,17679,"2022-12-22 10:04:06",17591,"2023-07-20 15:45:45"
113633453,138933502,,O22X4467,,"2022-12-01 00:00:00",,0,5,,0000-00-00,17679,"2022-12-22 10:05:45",17591,"2024-03-20 14:53:40"
113633729,137999383,,"O22G7599   ",,"2022-09-19 00:00:00","Tegenpartij verleent geen voorrang aan onze klant - NIET aansprakelijk",0,5,,0000-00-00,18961,"2022-12-22 13:02:51",17591,"2023-11-09 08:42:51"
113633932,126710225,,O22G6426,,"2022-12-15 00:00:00",,0,3-a,,0000-00-00,17679,"2022-12-22 16:27:15",17591,"2023-09-08 16:28:37"
113633957,131622287,,O22G6115,,"2022-10-29 00:00:00","Klant zou met zijn voertuig over de tuinverlichting van tgnpartij hebben gereden van de woning ",0,5,,0000-00-00,18961,"2022-12-22 16:37:46",17478,"2023-05-08 10:41:06"
113633966,126054474,,67222717,,"2022-05-18 00:00:00","PROVIDIS --- Klant vervangt motor van tegenpartij zonder overleg --- AKMAZ ALI",0,,,0000-00-00,17679,"2022-12-22 16:41:39",17679,"2023-02-10 11:46:31"
113634287,126047559,,"0604J2742201 ",,"2022-12-20 00:30:00","Voertuig van de klant is uitgeschoven waardoor hij de controle is kwijtgeraakt - Omnium AANSPRAKELIJK",0,2,,0000-00-00,18961,"2022-12-23 12:24:50",20007,"2024-12-12 12:50:29"
113634419,126004865,,2022-12-0123,,"2022-12-23 00:00:00","Ruit gebarsten van graafmachine (NOG NIET AANGEGEVEN)",0,5,,0000-00-00,17679,"2022-12-23 15:43:08",17679,"2023-08-28 12:26:57"
113635198,126005901,,2022-12-0124,,"2022-12-23 00:00:00","schade aan deur bij Belgische voetbalbond",0,,,0000-00-00,17679,"2022-12-27 16:08:55",,"0000-00-00 00:00:00"
113635538,132224999,,"972251712401 ",,"2022-12-15 00:00:00","Door een fout van medewerker is er een overspanning gebeurt. --- Devosstraat 2 Sint Denijs. Bjorn Hofmans",0,5,,0000-00-00,17679,"2022-12-28 13:07:11",17591,"2023-08-21 14:41:26"
113636330,126119609,,0602D2376501,,"2022-12-22 12:11:00","schade rechterzijde aan het voertuig --- AYAZ Yusuf",0,,,0000-00-00,17679,"2022-12-29 17:08:30",17679,"2023-04-13 14:18:54"
113637479,126710225,,"O2300358   ",,"2022-12-16 00:00:00","Vde rijdt over de rijbaan en beschadigd tp - AANSPRAKELIJK",1,3-a,,0000-00-00,17679,"2023-01-03 12:29:56",17591,"2026-02-02 12:13:33"
113637926,132599147,,0G01D9311402,,"2022-02-19 02:00:00",,0,,,0000-00-00,17679,"2023-01-04 10:10:17",17679,"2023-01-27 10:10:11"
113638073,132601448,,2023-01-0002,,"2021-10-29 00:00:00","PV --- Tijdens het rijden viel nummerplaat van de klant",0,5,,0000-00-00,17679,"2023-01-04 12:39:53",17591,"2023-05-10 14:49:04"
113638271,126234811,,22301335,,"2023-01-03 00:00:00","Tegenpartij botst op achterzijde van verzekerde",0,,,0000-00-00,17679,"2023-01-04 17:13:31",17679,"2023-01-17 13:44:46"
113638811,129023814,," {202301.B00207}.SDB",,"2022-10-25 00:00:00","Rechtsbijstand --- Klant stond stil en was aan het laden lossen - tegenpartij verlaat parking en botst tegen onze klant - NIET AANSPRAKELIJK",0,5,,0000-00-00,17679,"2023-01-05 16:05:33",17591,"2023-05-10 11:55:16"
113639504,131618151,,22300909,,"2023-01-06 00:00:00","Vluchtmisdrijf Nederlands tegenpartij - Niet aansprakelijk",0,,,0000-00-00,18961,"2023-01-09 10:00:19",18961,"2023-01-11 09:20:30"
113639915,130155750,,0G01J4143402,,"2021-10-26 11:11:00","LEGAL VILLAGE --- Klant rijdt weg na aanrijding omdat hij dit niet had opgemerkt",0,,,0000-00-00,17679,"2023-01-09 14:45:55",17679,"2023-04-14 10:06:36"
113639942,126004757,,"67300129 ",,"2022-11-02 00:00:00","Mevr bevallen, fout arts bij keizersnede",0,3-a,,0000-00-00,17679,"2023-01-09 14:58:15",17679,"2025-02-06 10:07:59"
113640368,126005421,,V2300453,,"2022-05-19 00:00:00","Chris Meeusen Kappellei 103, Zoersel",0,,,0000-00-00,17679,"2023-01-10 11:07:27",17679,"2023-04-20 17:16:51"
113640461,136559441,,"O2308019   ",,"2023-01-07 00:00:00","Ongeval op autosnelweg ",0,,,0000-00-00,17679,"2023-01-10 13:07:06",17591,"2023-07-12 16:05:46"
113640905,126005909,,"0G01D9326502 ",,"2022-05-30 02:00:00","Verkeersovertreding Ekin",0,,,0000-00-00,17679,"2023-01-11 10:31:15",17679,"2023-02-22 16:11:50"
113641181,131618151,,67300111,,"2023-01-06 00:00:00","PROVIDIS --- Vluchtmisdrijf Nederlands tegenpartij - Niet aansprakelijk",0,3-a,,0000-00-00,17679,"2023-01-11 15:05:50",18961,"2024-04-23 10:48:20"
113643425,139001946,,"67300349 ",,"2022-11-14 00:00:00","Providis dossier",0,,,0000-00-00,17679,"2023-01-16 17:49:06",17591,"2023-05-17 15:09:04"
113644775,126049393,,0604J3481901,,"2022-12-13 11:11:00",,0,5,,0000-00-00,18961,"2023-01-17 14:27:35",17591,"2023-08-24 10:16:50"
113646023,138696702,,"22304009 ",,"2023-01-01 00:00:00",Glasbraak,0,,,0000-00-00,17679,"2023-01-19 12:37:12",17591,"2025-02-17 11:46:51"
113646965,133407818,,972390034801,,"2023-01-19 00:00:00","vochtschade aan muur & plafond",0,,,0000-00-00,17679,"2023-01-20 17:44:13",17591,"2023-08-25 08:55:14"
113648108,134896949,,0604J3750301,,"2022-06-25 11:11:00","Foutieve schade - VN is niet onze verzekerde",0,5,,0000-00-00,17679,"2023-01-24 10:04:32",18961,"2023-03-07 12:46:16"
113648144,126005377,,12228667,,"2022-10-10 00:00:00","Schade aan TV van vriend",0,,,0000-00-00,17679,"2023-01-24 10:25:45",17679,"2023-04-06 12:14:42"
113648627,138754368,,67300875,,"2023-01-20 00:00:00","Klant wordt beroofd van gsm",0,3-a,,0000-00-00,17679,"2023-01-24 18:01:32",17591,"2024-11-06 09:10:59"
113648989,137012648,,22307266,,"2023-01-09 00:00:00","Tegenpartij rijdt geparkeerd voertuig van verzekerde aan - Vluchtmisdrijf - NIET AANSPRAKELIJK",0,5,,0000-00-00,18961,"2023-01-25 12:43:38",18961,"2024-02-27 13:00:04"
113649788,139150907,,O2312633,,"2023-01-26 00:00:00",,0,5,,0000-00-00,17679,"2023-01-26 15:50:53",18961,"2024-02-05 17:02:15"
113650636,126027116,,O2313457,,"2023-01-30 00:00:00","Groep van 3 personen hebben de spiegel van de klant neergeslagen - Vandalisme",0,5,,0000-00-00,18961,"2023-01-30 09:39:16",17591,"2024-07-15 13:03:28"
113650802,126485138,,0604J3983901,,"2023-01-20 07:20:00","Dossier afgesloten, betwisting door maatschappij, geen reactie tegenpartij, dossier (voorlopig) afgesloten",0,5,,0000-00-00,18961,"2023-01-30 11:09:44",18961,"2024-02-12 10:31:39"
113650921,138974032,,"0604J4053401 ",,"2023-01-27 22:00:00","Voorligger remt om voorrang te verlenen, klant botst op achterzijde.",0,,,0000-00-00,17679,"2023-01-30 13:15:32",17591,"2023-07-18 09:17:57"
113651011,126710016,,92305386,,"2023-01-30 00:00:00","Voertuig rijdt tegen garagepoort klant - NIET aansprakelijk",0,5,,0000-00-00,18961,"2023-01-30 14:45:26",17591,"2023-08-24 10:17:38"
113652691,126005909,,0604J5150101,,"2023-01-24 11:11:00","Eigen schade aan voertuig",0,5,,0000-00-00,17679,"2023-02-02 10:30:24",20007,"2024-11-14 09:24:32"
113652700,126005909,,2023-02-0011,,"2023-01-30 00:00:00","Eigen schade aan voertuig --- niet aangegeven",0,,,0000-00-00,17679,"2023-02-02 10:39:04",17679,"2023-02-28 10:46:51"
113652857,132599147,,92305945,,"2023-01-14 00:00:00","Waterschade plafond bovenbuur",0,5,,0000-00-00,17679,"2023-02-02 13:49:45",17591,"2023-05-09 10:53:29"
113653538,126485138,,V2301659,,"2022-08-10 00:00:00",,0,5,,0000-00-00,17679,"2023-02-03 17:43:01",17591,"2023-05-08 12:25:39"
113655196,138069111,,"22314204 ",,"2023-02-07 00:00:00","Vluchtmisdrijf/Vandalisme- NIET Aansprakelijk",0,5,,0000-00-00,18961,"2023-02-08 13:02:34",17591,"2023-08-24 10:17:59"
113656280,126054474,,"227405802617 ",,"2022-12-31 11:12:00","overtreding kilometerheffing ( niet aangegeven )",0,5,,0000-00-00,17679,"2023-02-10 11:16:53",17591,"2023-05-12 12:04:11"
113656490,134875376,,0604J4428101,,"2023-02-02 13:00:00",,0,5,,0000-00-00,18961,"2023-02-10 16:19:02",17679,"2023-11-13 14:35:47"
113657785,126710225,,O2319870,,"2023-02-13 00:00:00","Verkeersongeval te Marialoopsteenweg 54, 8760 Meulebeke",0,3-a,,0000-00-00,17679,"2023-02-14 14:41:04",17591,"2025-02-17 15:33:45"
113658266,131622287,,A2301178,,"2023-01-26 00:00:00","Arbeidsongeval Sergen Aydemir - Brandwonden aan handen en gelaat",0,3-b,,0000-00-00,18961,"2023-02-15 12:19:41",18961,"2023-03-15 09:46:57"
113659040,137971716,,0801J5035301,,"2022-12-20 11:11:00",,0,5,,0000-00-00,17679,"2023-02-16 17:43:24",17591,"2024-03-04 09:11:54"
113659288,134875376,,0604J4796101,,"2023-01-19 13:15:00","Verzekerde reed achteruit tegen geparkeerde trailer - AANSPRAKELIJK",0,5,,0000-00-00,18961,"2023-02-17 11:36:29",17478,"2024-03-08 15:15:39"
113659295,126132646,,O2321582,,"2022-11-08 00:00:00","Tegenpartij botst op voertuig verzekerde aan het rood licht - NIET Aansprakelijk",0,5,,0000-00-00,17679,"2023-02-17 11:48:31",17591,"2023-06-29 15:17:02"
113659436,126005493,,03/22317723,,"2023-02-17 14:20:00","Tegenpartij botst op geparkeerd voertuig van verzekerde - NIET Aansprakelijk",0,5,,0000-00-00,18961,"2023-02-17 15:30:48",17679,"2023-05-10 11:29:47"
113660344,138696702,,26264875,,"2022-12-15 00:00:00","Schade aan bumper - Omnium",0,5,,0000-00-00,17679,"2023-02-21 10:23:30",17591,"2025-02-17 11:48:14"
113660438,138069111,,E87/67301899,,"2023-02-07 00:00:00","Providis dossier - Vluchtmisfrijf/Vandalisme - NIET aansprakelijk",0,,,0000-00-00,18961,"2023-02-21 11:22:52",17679,"2023-04-13 10:45:32"
113660666,126005125,,22318373,,"2023-02-18 00:00:00","Klant stond geparkeerd, tegenpartij reed achteruit en rijdt onze verzekerde aan.",0,5,,0000-00-00,17679,"2023-02-21 15:16:24",17478,"2026-03-29 21:53:41"
113661190,126042839,,22318454,,"2023-02-22 00:00:00","Barst in de voorruit van het voertuig - GLASBRAAK",0,,,0000-00-00,18961,"2023-02-22 13:40:54",17679,"2023-03-15 13:35:51"
113661700,134609294,,O2218961,,"2022-02-14 00:00:00",,0,,,0000-00-00,17679,"2023-02-23 12:36:45",17679,"2023-02-28 10:54:37"
113662769,131835725,,O2323758,,"2023-02-20 00:00:00",,0,5,,0000-00-00,17679,"2023-02-27 11:22:47",17591,"2023-06-05 14:12:43"
113662775,126234811,,"22321146 ",,"2023-02-15 13:18:00","Klant stond geparkeerd, tegenpartij botst voertuig van verzekerde aan",0,,,0000-00-00,17679,"2023-02-27 11:26:52",17679,"2023-03-27 11:01:57"
113662982,126710225,,"O2308299 ",,"2022-01-14 00:00:00","RECHTSBIJSTAND --- AZ Zeno Knokke --- vluchtmisdrijf klant ondergrondse parking",0,5,,0000-00-00,17679,"2023-02-27 14:37:15",17591,"2023-11-08 09:50:36"
113663456,134559601,,O2323258,,"2023-02-11 00:00:00",,0,5,,0000-00-00,17679,"2023-02-28 10:54:24",17591,"2023-11-02 10:05:57"
113663459,134609294,,O2308413,,"2022-02-14 00:00:00",EUROMEX,0,5,,0000-00-00,17679,"2023-02-28 10:55:49",17591,"2023-05-03 12:58:56"
113665199,126712901,,2023-03-0015,,"2023-02-28 00:00:00","Assistance - Motor geblokkeerd - Assistance dossier geopend",0,5,,0000-00-00,18961,"2023-03-03 14:31:24",17591,"2023-05-09 13:47:17"
113665340,126005909,,"0602D1688701 ",,"2023-02-24 14:00:00","Onbekende tegenpartij pleegt vluchtmisdrijf.",0,,,0000-00-00,17679,"2023-03-03 17:46:05",17591,"2023-07-03 10:36:29"
113665471,138946299,,0602D1667401,,"2023-03-04 12:11:00","Tegenpartij opende zijn deur en beschadigde voertuig verzekerde in de parking - NIET Aansprakelijk",0,5,,0000-00-00,18961,"2023-03-06 09:17:54",17591,"2023-06-21 11:38:21"
113665631,132601448,,2023-03-0018,,"2023-03-06 00:00:00",,0,2,,0000-00-00,17679,"2023-03-06 10:58:07",17591,"2023-09-11 09:29:22"
113666378,126049345,,0602D1676901,,"2023-03-03 13:00:00","Tegenpartij botst op geparkeerd voertuig van verzekerde",0,5,,0000-00-00,18961,"2023-03-07 10:42:55",17591,"2023-05-17 15:17:02"
113666882,137032660,,0601D8699001,,"2022-11-10 11:50:00",,0,5,,0000-00-00,18961,"2023-03-08 11:05:37",17679,"2023-05-09 18:08:57"
113667059,126310869,,"22323428 ",,"2023-02-25 00:00:00",,0,5,,0000-00-00,18961,"2023-03-08 14:34:43",17591,"2024-05-07 11:21:47"
113667557,139293512,,O2328908,,"2023-03-03 00:00:00","verzekerde is aansprakelijk.",0,3-a,,0000-00-00,17679,"2023-03-09 12:22:28",17591,"2024-03-01 13:08:26"
113667620,129723254,,67225835,,"2022-04-08 00:00:00","PROVIDIS --- werknemer Mehmed GYURHAN ",0,3-a,,0000-00-00,17679,"2023-03-09 14:20:44",18961,"2024-06-26 16:20:28"
113667779,132601448,,J2309932,,"2023-02-23 00:00:00","EUROMEX --- FOD Financien",0,5,,0000-00-00,17679,"2023-03-09 17:05:25",17591,"2023-05-12 09:07:51"
113667788,132601448,,"0G02D0795302   ",,"2021-11-25 02:00:00","Legal Village --- overtreding YUCE Mustafa",0,,,0000-00-00,17679,"2023-03-09 17:14:37",17679,"2023-03-30 16:19:23"
113667791,132601448,,"0G02D0794002 ",,"2022-05-26 02:00:00","Legal Village --- overtreding YUCE Suheyda",0,5,,0000-00-00,17679,"2023-03-09 17:17:43",17591,"2023-07-19 13:50:28"
113669744,132753434,,2023-03-0019,,"2023-02-02 00:00:00","Vluchtmisdrijf - NIET aangegeven (geen omnium geen tgp)",0,5,,0000-00-00,18961,"2023-03-14 14:32:01",17591,"2023-05-12 12:30:10"
113670479,139141643,,V2310995,,"2023-03-15 00:00:00","Klant aangevallen door klant ",0,5,,0000-00-00,17679,"2023-03-15 15:29:42",17591,"2023-07-13 09:45:32"
113670493,138088557,,2023-03-0021,,"2023-03-15 00:00:00","schade tijdens proefrit ENIS CIMEN",0,5,,0000-00-00,17679,"2023-03-15 15:46:46",17591,"2023-11-07 10:19:31"
113670496,136992511,,0604J5819601,,"2023-03-13 12:15:00",,0,5,,0000-00-00,17679,"2023-03-15 15:48:54",17591,"2023-05-17 15:42:54"
113671172,126004945,,B2310229,,"2023-03-16 00:00:00","waterschade - Van Montfortstraat 65 - 2140 Antwerpen",0,5,,0000-00-00,17679,"2023-03-16 17:48:17",17591,"2023-05-09 13:02:38"
113671882,132861822,,92316515,,"2023-03-20 00:00:00","Ruit gebarsten - enkel ruit moet vervangen worden niet het kader ",0,5,,0000-00-00,18961,"2023-03-20 09:59:46",17591,"2023-08-24 10:21:30"
113672456,137032660,,972350382001,,"2023-04-17 00:00:00","Eindklant beweerd vochtschade te hebben geleden door plaatsing rooster door onze klant",0,3-a,,0000-00-00,18961,"2023-03-20 16:55:16",17591,"2023-11-24 11:42:19"
113672471,132601448,,"0604J6012201 ",,"2023-03-20 11:11:00","Tp rijdt uit garage en raakt klant --- IN RECHT",0,,,0000-00-00,17679,"2023-03-20 17:30:16",17591,"2023-08-16 08:25:51"
113672740,139321027,,{202210.C01212}.FV,,"2022-10-10 00:00:00","Verzekerde werd aangereden door fietser. Volgens onze verzekerde.",0,5,,0000-00-00,17679,"2023-03-21 11:57:14",17591,"2023-05-12 11:40:00"
113673539,138722055,,V2304998,,"2023-03-01 00:00:00","Watersijpeling bij eindklant door dakwerken klant --- Jan Hammeneckerstraat 38, 2870 Breendonk",0,2,,0000-00-00,18961,"2023-03-23 08:35:21",17591,"2024-02-01 09:07:13"
113673644,126004757,,"22331401 ",,"2023-02-22 00:00:00","Ster in voorruit - Herstelling via Carglass",0,5,,0000-00-00,17679,"2023-03-23 10:07:10",17679,"2023-03-24 12:36:17"
113673664,126005901,,22281298,,"2022-06-18 00:00:00",,0,,,0000-00-00,17679,"2023-03-23 10:17:12",17679,"2023-03-23 10:19:58"
113673670,126005901,,22331556,,"2023-03-01 00:00:00","Glasbraak - herstelling bij Carglass",0,5,,0000-00-00,17679,"2023-03-23 10:22:14",18961,"2023-03-24 08:27:59"
113674408,137948207,,"0G01J5818502   ",,"2023-02-13 11:11:00","RECHTSBIJSTAND --- inbeslagname voertuig ",0,3-a,,0000-00-00,17679,"2023-03-24 12:41:59",17591,"2024-06-19 10:35:09"
113674415,131622287,,"O2335169   ",,"2023-02-13 00:00:00","Verzekerde stond geparkeerd het tgp heeft tegen onze vzk ""gebotst"" tijdens het achteruitrijden.",0,3-a,,0000-00-00,17679,"2023-03-24 13:24:11",17591,"2023-09-18 12:53:27"
113674912,132601448,,0604J6248701,,"2023-03-26 11:11:00","Klant is uitgegleden en raakt beton blok",0,5,,0000-00-00,17679,"2023-03-27 13:09:26",17591,"2023-06-02 10:10:01"
113675026,130533555,,92317096,,"2023-03-24 00:00:00",,0,,,0000-00-00,17679,"2023-03-27 14:43:03",17591,"2023-09-05 09:47:39"
113675410,137038102,,972350299401,,"2023-03-27 00:00:00","Klant laat gereedschap vallen en koepel van klant is beschadigd.",0,5,,0000-00-00,17679,"2023-03-28 10:15:15",17591,"2023-11-14 10:09:42"
113675426,132224999,,972350282401,,"2023-01-16 00:00:00","Gevolg schade na vervanging meters --- adres Edgar Tinelstraat 3, 8570 Vichte",0,,,0000-00-00,17679,"2023-03-28 10:31:11",17591,"2023-05-10 15:54:30"
113676134,126005885,,0604J6302701,,"2023-03-28 00:00:00",Glasbraak,0,5,,0000-00-00,18961,"2023-03-29 14:11:04",17591,"2024-10-25 11:39:36"
113676845,132601448,,O2312929,,"2021-11-25 00:00:00","EUROMEX --- overtreding YUCE Mustafa",0,5,,0000-00-00,17679,"2023-03-30 16:01:01",17591,"2023-05-03 10:07:07"
113677180,126119609,,"0604J8461701 ",,"2023-03-13 11:11:00","schade voorzijde voertuig ",0,5,,0000-00-00,17679,"2023-03-31 11:21:08",17591,"2023-07-24 09:34:42"
113677679,126004901,,67304549,,"2023-03-28 00:00:00","Voorliggende lichte vracht botst tegen onze verzekerde die met de fiets is - NIET Aansprakelijk",0,,,0000-00-00,18961,"2023-04-03 10:15:46",17591,"2023-07-07 10:55:53"
113677882,139205800,,O2338427,,"2023-03-09 00:00:00","verzekerde is aansprakelijk",0,5,,0000-00-00,17679,"2023-04-03 13:24:01",17591,"2023-11-14 08:48:34"
113678711,126005577,,22338675,,"2023-04-01 00:00:00","Schade Najla ingang garage mr Willy --- AANSPRAKELIJK",0,,,0000-00-00,17679,"2023-04-04 17:14:40",17591,"2023-06-20 08:38:23"
113678720,126004565,,0604J6592201,,"2023-03-31 21:38:00",,0,5,,0000-00-00,17679,"2023-04-04 17:17:49",17591,"2023-11-14 11:39:58"
113679515,139258234,,0602D2479601,,"2023-04-01 17:00:00","Klant stond geparkeerd, TP rijdt voertuig vze aan --- (IN RECHT)",0,5,,0000-00-00,18961,"2023-04-06 12:54:18",17591,"2023-11-14 11:40:25"
113679881,126005901,,22338515,,"2023-04-04 00:00:00",,0,5,,0000-00-00,17679,"2023-04-07 10:26:06",18961,"2023-07-18 16:10:48"
113680061,137999383,,V2304750,,"2023-01-06 00:00:00","Beschadiging hoogspanningsnet door graafwerken",0,5,,0000-00-00,18961,"2023-04-07 16:15:26",17591,"2023-08-24 10:23:40"
113680084,137980234,,0G01J6097102,,"2023-03-01 11:11:00",Rechtsbijstand,0,5,,0000-00-00,17679,"2023-04-07 16:48:16",17478,"2024-03-08 15:15:52"
113680667,126005885,,0604J6752701,,"2023-03-02 16:45:00","Verzekerde rijdt vaste hindernis aan - AANSPRAKELIJK",0,,,0000-00-00,17679,"2023-04-11 15:09:57",17591,"2024-10-25 11:41:06"
113680754,126712901,,0G02D1574502,,"2023-04-10 02:00:00","RECHTSBIJSTAND - Geschil met Garage",0,5,,0000-00-00,18961,"2023-04-11 16:10:07",17478,"2023-11-16 09:33:10"
